📡通用线路1,#genre#
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
沁阳新闻综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
海宁新闻综合,http://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
淮阴综合,https://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8
湖州公共,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e&amp;amp;amp;fbl=
湖州文化娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
湖州新闻综合,http://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
祁县新闻综合,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
萝北综合,https://rmplive.hljtv.com/live/luobei.m3u8
会东电视台,http://exfile.schdxww.com:80/nmip-media/channellive/channel100055/playlist.m3u8




🌏移动高清1,#genre#
CCTV1综合,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000311/index.m3u8
CCTV2财经,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000317/index.m3u8
CCTV3综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000359/index.m3u8
CCTV4中文国际,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000320/index.m3u8
CCTV5体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000360/index.m3u8
CCTV5+体育赛事,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000316/index.m3u8
CCTV6电影,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000361/index.m3u8
CCTV7国防军事,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000318/index.m3u8
CCTV8电视剧,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000362/index.m3u8
CCTV9纪录,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000319/index.m3u8
CCTV10科教,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000321/index.m3u8
CCTV11戏曲,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000344/index.m3u8
CCTV12社会与法,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000322/index.m3u8
CCTV13新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000345/index.m3u8
CCTV14少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000323/index.m3u8
CCTV15音乐,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000346/index.m3u8
CCTV17农业农村,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000303/index.m3u8
CETV1--,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000076/index.m3u8
CETV4--,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000666/index.m3u8
CCTV4K超高清--,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000382/index.m3u8
CGTN俄语 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000357/index.m3u8
CGTN法语 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000355/index.m3u8
CGTN纪录 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000353/index.m3u8
CGTN西语 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000354/index.m3u8
CGTN阿语 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000356/index.m3u8
//📽影视
CHC家庭影院,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002028/index.m3u8
CHC影迷电影,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002029/index.m3u8
CHC动作电影,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002030/index.m3u8
//🐿少儿
卡酷少儿 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000661/index.m3u8
动漫秀场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002000/index.m3u8
金鹰卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002027/index.m3u8
嘉佳卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000074/index.m3u8
优漫卡通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000049/index.m3u8
优优宝贝,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000641/index.m3u8
新动漫,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000659/index.m3u8
//🌺特色
梨园频道,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000656/index.m3u8
武术世界,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000657/index.m3u8
文物宝库,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000658/index.m3u8
生活时尚,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002019/index.m3u8
金色学堂,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002018/index.m3u8
劲爆体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002026/index.m3u8
法治天地,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002010/index.m3u8
纪实科教,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000332/index.m3u8
智慧康养,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002031/index.m3u8
中国交通,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000073/index.m3u8
求索纪录,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000667/index.m3u8
乐游,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002016/index.m3u8
湖南茶,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000649/index.m3u8
金鹰纪实,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000334/index.m3u8
都市剧场,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002022/index.m3u8
精彩影视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002012/index.m3u8
快乐垂钓 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000648/index.m3u8
东方财经 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002025/index.m3u8
游戏风云 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00002024/index.m3u8
重庆汽摩 8M1080,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000711/index.m3u8
//🛰卫视
北京卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000302/index.m3u8
北京卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL40000001/index.m3u8
山东卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000301/index.m3u8
河北卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000330/index.m3u8
河南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000358/index.m3u8
江苏卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000304/index.m3u8
浙江卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000305/index.m3u8
黑龙江卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000306/index.m3u8
广东卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000307/index.m3u8
深圳卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000308/index.m3u8
东方卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000309/index.m3u8
东南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000310/index.m3u8
湖南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000324/index.m3u8
湖北卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000325/index.m3u8
辽宁卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000326/index.m3u8
天津卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000327/index.m3u8
安徽卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000328/index.m3u8
贵州卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000329/index.m3u8
江西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000335/index.m3u8
四川卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000348/index.m3u8
重庆卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000341/index.m3u8
海南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000347/index.m3u8
甘肃卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000349/index.m3u8
吉林卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000363/index.m3u8
青海卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000366/index.m3u8
云南卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000367/index.m3u8
广西卫视,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000368/index.m3u8
//📺山东
山东齐鲁,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000313/index.m3u8
山东体育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000315/index.m3u8
山东新闻,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000314/index.m3u8
山东农科,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000339/index.m3u8
山东文旅,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000337/index.m3u8
山东生活,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000336/index.m3u8
山东综艺,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000338/index.m3u8
山东少儿,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000340/index.m3u8
山东教育,http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000331/index.m3u8

CCTV1综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225859/index.m3u8
CCTV2财经,http://39.134.144.6:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV3综艺,http://39.134.144.6:8089/PLTV/88888888/224/3221226338/index.m3u8
CCTV4中文国际,http://39.134.144.6:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV5体育,http://39.134.144.6:8089/PLTV/88888888/224/3221226425/index.m3u8
CCTV5+体育赛事,http://39.134.144.6:8089/PLTV/88888888/224/3221225781/index.m3u8
CCTV6电影,http://39.134.144.6:8089/PLTV/88888888/224/3221226427/index.m3u8
CCTV7国防军事,http://39.134.144.6:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV8电视剧,http://39.134.144.6:8089/PLTV/88888888/224/3221226429/index.m3u8
CCTV9纪录,http://39.134.144.6:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV10科教,http://39.134.144.6:8089/PLTV/88888888/224/3221225761/index.m3u8
CCTV11戏曲,http://39.134.144.6:8089/PLTV/88888888/224/3221226407/index.m3u8
CCTV12社会与法,http://39.134.144.6:8089/PLTV/88888888/224/3221225763/index.m3u8
CCTV13新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV14少儿,http://39.134.144.6:8089/PLTV/88888888/224/3221225765/index.m3u8
CCTV15音乐,http://39.134.144.6:8089/PLTV/88888888/224/3221226409/index.m3u8
CCTV17农业农村,http://39.134.144.6:8089/PLTV/88888888/224/3221226093/index.m3u8
CCTV4K超高清,http://39.134.144.6:8089/PLTV/88888888/224/3221226615/index.m3u8
CETV1,http://39.134.144.6:8089/PLTV/88888888/224/3221226252/index.m3u8
CETV4,http://39.134.144.6:8089/PLTV/88888888/224/3221226416/index.m3u8
//🛰卫视
北京卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226733/index.m3u8
北京卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226146/index.m3u8
天津卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226485/index.m3u8
东方卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226347/index.m3u8
山东卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226144/index.m3u8
江苏卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226211/index.m3u8
辽宁卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225789/index.m3u8
湖南卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225767/index.m3u8
浙江卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225585/index.m3u8
四川卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226327/index.m3u8
河南卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226415/index.m3u8
江西卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226312/index.m3u8
河北卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225779/index.m3u8
安徽卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225775/index.m3u8
东南卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226278/index.m3u8
湖北卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225769/index.m3u8
广东卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226213/index.m3u8
黑龙江卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226148/index.m3u8
深圳卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226150/index.m3u8
重庆卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226310/index.m3u8
贵州卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225777/index.m3u8
海南卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226325/index.m3u8
甘肃卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226387/index.m3u8
吉林卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226507/index.m3u8
云南卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226525/index.m3u8
广西卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226402/index.m3u8
青海卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226400/index.m3u8
陕西卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226035/index.m3u8
内蒙古卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226033/index.m3u8
山西卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225954/index.m3u8
宁夏卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225866/index.m3u8
新疆卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221226073/index.m3u8
西藏卫视,http://39.134.144.6:8089/PLTV/88888888/224/3221225857/index.m3u8
//📺山东
山东齐鲁,http://39.134.144.6:8089/PLTV/88888888/224/3221226045/index.m3u8
山东农科,http://39.134.144.6:8089/PLTV/88888888/224/3221226018/index.m3u8
山东生活,http://39.134.144.6:8089/PLTV/88888888/224/3221225841/index.m3u8
山东综艺,http://39.134.144.6:8089/PLTV/88888888/224/3221225855/index.m3u8
山东体育,http://39.134.144.6:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻,http://39.134.144.6:8089/PLTV/88888888/224/3221226077/index.m3u8
山东文旅,http://39.134.144.6:8089/PLTV/88888888/224/3221225802/index.m3u8
山东少儿,http://39.134.144.6:8089/PLTV/88888888/224/3221226195/index.m3u8
山东教育,http://39.134.144.6:8089/PLTV/88888888/224/3221226049/index.m3u8
日照综合,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000262/index.m3u8
日照公共,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001100/index.m3u8
日照科教,http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000263/index.m3u8
莒县综合,http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001014/index.m3u8
临沂综合,http://39.134.144.6:8089/PLTV/88888888/224/3221225984/index.m3u8
河东综合,http://39.134.144.6:8089/PLTV/88888888/224/3221226426/index.m3u8
//📽影视
CHC家庭影院,http://39.134.144.6:8089/PLTV/88888888/224/3221226472/index.m3u8
CHC动作电影,http://39.134.144.6:8089/PLTV/88888888/224/3221226474/index.m3u8
CHC影迷电影,http://39.134.144.6:8089/PLTV/88888888/224/3221226607/index.m3u8
都市剧场,http://39.134.144.6:8089/PLTV/88888888/224/3221226450/index.m3u8
精彩影视,http://39.134.144.6:8089/PLTV/88888888/224/3221226442/index.m3u8
//🐿少儿
动漫秀场,http://39.134.144.6:8089/PLTV/88888888/224/3221226454/index.m3u8
卡酷少儿,http://39.134.144.6:8089/PLTV/88888888/224/3221226529/index.m3u8
金鹰卡通,http://39.134.144.6:8089/PLTV/88888888/224/3221226404/index.m3u8
嘉佳卡通,http://39.134.144.6:8089/PLTV/88888888/224/3221226503/index.m3u8
新动漫,http://39.134.144.6:8089/PLTV/88888888/224/3221226565/index.m3u8
优漫卡通,http://39.134.144.6:8089/PLTV/88888888/224/3221225970/index.m3u8
//特色
梨园频道,http://39.134.144.6:8089/PLTV/88888888/224/3221226573/index.m3u8
武术世界,http://39.134.144.6:8089/PLTV/88888888/224/3221226444/index.m3u8
文物宝库,http://39.134.144.6:8089/PLTV/88888888/224/3221226571/index.m3u8
生活时尚,http://39.134.144.6:8089/PLTV/88888888/224/3221226579/index.m3u8
金色学堂,http://39.134.144.6:8089/PLTV/88888888/224/3221226581/index.m3u8
劲爆体育,http://39.134.144.6:8089/PLTV/88888888/224/3221226559/index.m3u8
东方财经,http://39.134.144.6:8089/PLTV/88888888/224/3221226446/index.m3u8
法治天地,http://39.134.144.6:8089/PLTV/88888888/224/3221226448/index.m3u8
求索纪录,http://39.134.144.6:8089/PLTV/88888888/224/3221226727/index.m3u8
纪实科教,http://39.134.144.6:8089/PLTV/88888888/224/3221226601/index.m3u8
金鹰纪实,http://39.134.144.6:8089/PLTV/88888888/224/3221226386/index.m3u8
茶频道,http://39.134.144.6:8089/PLTV/88888888/224/3221226569/index.m3u8
乐游,http://39.134.144.6:8089/PLTV/88888888/224/3221226577/index.m3u8



🛰剧集频道,#genre#
剧集_知否知否应是绿肥红瘦1,https://live.ottiptv.cc/yy/1354936134
剧集_知否知否应是绿肥红瘦2,https://live.ottiptv.cc/yy/21881901
剧集_父母爱情1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602071
剧集_父母爱情2,https://live.ottiptv.cc/yy/1382746276
剧集_父母爱情3,https://live.ottiptv.cc/yy/1382851594
剧集_父母爱情4,https://live.ottiptv.cc/yy/1354926650
剧集_闯关东,https://live.ottiptv.cc/yy/1383546866
剧集_铁梨花,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352912
剧集_大染坊,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602086
剧集_庆余年1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352960
剧集_庆余年2,http://tv.zimtv.cn/tv/player/api/huya.php?id=23740156
剧集_大秦帝国1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602077
剧集_大秦帝国4,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903130
剧集_雍正王朝1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342439
剧集_雍正王朝2,https://live.ottiptv.cc/yy/1356043620
剧集_康熙王朝1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352940
剧集_康熙王朝2,https://live.ottiptv.cc/yy/1382736818
剧集_康熙王朝3,https://live.ottiptv.cc/yy/1382851583
剧集_长歌行,https://live.ottiptv.cc/yy/1382736802
剧集_陈情令1,https://live.ottiptv.cc/yy/1382745121
剧集_陈情令2,http://tv.zimtv.cn/tv/player/api/huya.php?id=29465862
剧集_梦华录,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336590
剧集_延禧攻略,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355864
剧集_唐朝诡实录,https://live.ottiptv.cc/yy/1353913646
剧集_神探狄仁杰11,https://live.ottiptv.cc/yy/1382851575
剧集_神探狄仁杰12,https://live.ottiptv.cc/yy/1354930934
剧集_神探狄仁杰13,https://live.ottiptv.cc/yy/1353753252
剧集_神探狄仁杰21,https://live.ottiptv.cc/yy/1382736907
剧集_神探狄仁杰22,https://live.ottiptv.cc/yy/1382828767
剧集_神探狄仁杰23,https://live.ottiptv.cc/yy/1382851146
剧集_神探狄仁杰31,https://live.ottiptv.cc/yy/1351755386
剧集_天龙八部1,https://live.ottiptv.cc/yy/68260522
剧集_天龙八部2,http://tv.zimtv.cn/tv/player/api/huya.php?id=23903123
剧集_天龙八部3,https://live.ottiptv.cc/yy/1351814644
剧集_倚天屠龙记1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342403
剧集_倚天屠龙记2,https://live.ottiptv.cc/yy/33300793
剧集_笑傲江湖,http://tv.zimtv.cn/tv/player/api/huya.php?id=26355790
剧集_射雕英雄传,http://tv.zimtv.cn/tv/player/api/huya.php?id=23824164
剧集_神雕侠侣1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352964
剧集_神雕侠侣2,https://live.ottiptv.cc/yy/1351762426
剧集_神雕侠侣3,https://live.ottiptv.cc/yy/1354926637
剧集_侠客行,https://live.ottiptv.cc/yy/1354282410
剧集_雪中悍刀行,https://live.ottiptv.cc/yy/1382660835
剧集_水浒传1,https://live.ottiptv.cc/yy/1382702247
剧集_水浒传2,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342384
剧集_西游记,http://tv.zimtv.cn/tv/player/api/huya.php?id=23728660
剧集_西游记后传,https://live.ottiptv.cc/yy/1353392400
剧集_三国演义1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11352944
剧集_三国演义2,https://live.ottiptv.cc/yy/23512910
剧集_三国演义3,http://tv.zimtv.cn/tv/player/api/huya.php?id=11602081
剧集_三国演义4,https://live.ottiptv.cc/yy/1354930932
剧集_三国演义5,https://live.ottiptv.cc/yy/1354936241
剧集_红楼梦,https://live.ottiptv.cc/yy/1382745084
剧集_津门飞鹰,https://live.ottiptv.cc/yy/1354143942
剧集_猎鹰194901,https://live.ottiptv.cc/yy/1352227153
剧集_猎鹰194902,http://cfss.cc/cdn/yy/1352227153.m3u8
剧集_风筝1,https://live.ottiptv.cc/yy/1354931585
剧集_风筝2,https://live.ottiptv.cc/yy/1382828770
剧集_伪装者1,https://live.ottiptv.cc/yy/1354936244
剧集_伪装者2,https://live.ottiptv.cc/yy/1382851593
剧集_叛逆者,https://live.ottiptv.cc/yy/1382736868
剧集_潜行者1,http://cfss.cc/cdn/yy/1382749888.m3u8
剧集_潜行者2,https://live.ottiptv.cc/yy/1382749888
剧集_打狗棍1,https://live.ottiptv.cc/yy/1354744544
剧集_打狗棍2,http://cfss.cc/cdn/yy/1354744544.m3u8
剧集_悬崖1,http://cfss.cc/cdn/yy/1382690406.m3u8
剧集_悬崖2,https://live.ottiptv.cc/yy/1382690406
剧集_白鹿原,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342416
剧集_苍狼特战队1,https://live.ottiptv.cc/yy/1382736849
剧集_苍狼特战队2,http://cfss.cc/cdn/yy/1382736849.m3u8
剧集_亮剑1,http://tv.zimtv.cn/tv/player/api/huya.php?id=30080238
剧集_亮剑2,https://live.ottiptv.cc/yy/1356043643
剧集_亮剑3,https://live.ottiptv.cc/yy/1352946111
剧集_亮剑4,http://cfss.cc/cdn/yy/1352946111.m3u8
剧集_雪豹,http://tv.zimtv.cn/tv/player/api/huya.php?id=29580970
剧集_士兵突击1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342430
剧集_士兵突击2,https://live.ottiptv.cc/yy/1382851600
剧集_士兵突击3,https://live.ottiptv.cc/yy/1382768483
剧集_士兵突击4,http://cfss.cc/cdn/yy/1382768483.m3u8
剧集_我是特种兵之利刃出鞘,https://live.ottiptv.cc/yy/1382773714
剧集_特种兵之火凤凰,https://live.ottiptv.cc/yy/1508456184
剧集_火蓝刀锋,https://live.ottiptv.cc/yy/1382737892
剧集_少年包青天1,https://live.ottiptv.cc/yy/1356043677
剧集_少年包青天2,https://live.ottiptv.cc/yy/1382736814
剧集_少年包青天3,https://live.ottiptv.cc/yy/1382851540
剧集_武林外传1,https://live.ottiptv.cc/yy/1355344777
剧集_武林外传2,https://live.ottiptv.cc/yy/1355652820
剧集_康熙微服私访记,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342418
剧集_铁齿铜牙纪晓岚1,https://live.ottiptv.cc/yy/1354143978
剧集_铁齿铜牙纪晓岚2,https://live.ottiptv.cc/yy/1382781415
剧集_铁齿铜牙纪晓岚3,https://live.ottiptv.cc/yy/1352227227
剧集_宰相刘罗锅1,https://live.ottiptv.cc/yy/1353892468
剧集_宰相刘罗锅2,https://live.ottiptv.cc/yy/1382745191
剧集_神医喜来乐,http://tv.zimtv.cn/tv/player/api/huya.php?id=11601978
剧集_老九门1,https://live.ottiptv.cc/yy/1355171357
剧集_老九门2,http://cfss.cc/cdn/yy/1355171357.m3u8
剧集_狂飙1,https://live.ottiptv.cc/yy/1354806550
剧集_狂飙12,http://cfss.cc/cdn/yy/1382626335.m3u8
剧集_狂飙13,https://live.ottiptv.cc/yy/1382626335
剧集_狂飙14,http://cfss.cc/cdn/yy/1354806550.m3u8
剧集_狂飙21,https://live.ottiptv.cc/yy/1354936131
剧集_大江大河1,https://live.ottiptv.cc/yy/1382736806
剧集_大江大河21,http://cfss.cc/cdn/yy/1382736797.m3u8
剧集_大江大河22,https://live.ottiptv.cc/yy/1382736797
剧集_大时代,https://live.ottiptv.cc/yy/1354930891
剧集_黄大妮,https://live.ottiptv.cc/yy/1354930904
剧集_娘亲舅大,https://live.ottiptv.cc/yy/1354932360
剧集_野蛮亲家,http://tv.zimtv.cn/tv/player/api/huya.php?id=23863796
剧集_情满四合院1,https://live.ottiptv.cc/yy/1382735541
剧集_情满四合院2,https://live.ottiptv.cc/yy/1382736848
剧集_情满四合院3,https://live.ottiptv.cc/yy/1382736888
剧集_情满四合院4,https://live.ottiptv.cc/yy/1382745089
剧集_情满四合院5,https://live.ottiptv.cc/yy/1382851524
剧集_情满四合院6,https://live.ottiptv.cc/yy/1382851601
剧集_我家无难事1,https://live.ottiptv.cc/yy/1382736715
剧集_我家无难事2,http://cfss.cc/cdn/yy/1382736715.m3u8
剧集_邻里一家亲,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342426



🛰电影频道,#genre#
电影_周星驰1,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342412
电影_周星驰2,http://tv.zimtv.cn/tv/player/api/huya.php?id=11336587
电影_林正英,http://tv.zimtv.cn/tv/player/api/huya.php?id=11342421
